game,date,age,playerTeam,homeGame,opponent,result,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gameScoreStat
1,2010-10-26,25-300,MIA,False,BOS,L (-8),1,10,21,.476,3,6,.500,8,12,.667,0,4,4,3,1,2,8,1,31,16.0
2,2010-10-27,25-301,MIA,False,PHI,W (+10),1,5,12,.417,0,2,.000,6,6,1.000,0,6,6,7,2,1,9,1,16,9.6
3,2010-10-29,25-303,MIA,True,ORL,W (+26),1,6,13,.462,2,3,.667,1,2,.500,0,6,6,7,0,0,3,4,15,10.0
4,2010-10-31,25-305,MIA,False,NJN,W (+23),1,5,12,.417,0,4,.000,10,12,.833,0,7,7,7,2,0,5,3,20,15.6
5,2010-11-02,25-307,MIA,True,MIN,W (+32),1,7,12,.583,0,2,.000,6,8,.750,0,0,0,12,2,1,1,0,20,23.7
6,2010-11-05,25-310,MIA,False,NOH,L (-3),1,6,16,.375,1,2,.500,7,8,.875,0,7,7,10,3,1,3,0,20,20.6
7,2010-11-06,25-311,MIA,True,NJN,W (+12),1,9,16,.563,2,4,.500,3,5,.600,0,3,3,9,2,0,4,1,23,19.4
8,2010-11-09,25-314,MIA,True,UTA,L (-2),1,5,18,.278,0,1,.000,10,11,.909,2,9,11,14,1,3,2,3,20,22.8
9,2010-11-11,25-316,MIA,True,BOS,L (-5),1,9,21,.429,0,5,.000,17,22,.773,0,10,10,9,3,0,4,3,35,29.0
10,2010-11-13,25-318,MIA,True,TOR,W (+9),1,8,21,.381,0,1,.000,7,11,.636,1,1,2,11,2,0,3,0,23,17.6
11,2010-11-17,25-322,MIA,True,PHO,W (+27),1,9,15,.600,0,2,.000,2,3,.667,3,5,8,9,3,0,3,5,20,20.6
12,2010-11-19,25-324,MIA,True,CHA,W (+8),1,12,25,.480,2,5,.400,6,7,.857,0,2,2,5,2,0,4,1,32,20.6
13,2010-11-20,25-325,MIA,False,MEM,L (-2),1,11,23,.478,2,4,.500,5,6,.833,0,3,3,11,1,0,4,2,29,21.7
14,2010-11-22,25-327,MIA,True,IND,L (-16),1,6,14,.429,2,8,.250,11,15,.733,0,5,5,6,1,0,6,3,25,15.5
15,2010-11-24,25-329,MIA,False,ORL,L (-9),1,9,18,.500,1,3,.333,6,8,.750,1,5,6,4,1,0,3,3,25,17.0
16,2010-11-26,25-331,MIA,True,PHI,W (+9),1,5,15,.333,1,5,.200,9,11,.818,1,7,8,6,2,1,2,1,20,18.0
17,2010-11-27,25-332,MIA,False,DAL,L (-11),1,5,19,.263,0,4,.000,13,15,.867,2,6,8,4,1,0,5,3,23,11.7
18,2010-11-29,25-334,MIA,True,WAS,W (+11),1,10,18,.556,1,1,1.000,9,11,.818,1,5,6,5,1,1,7,3,30,19.8
19,2010-12-01,25-336,MIA,True,DET,W (+25),1,8,15,.533,1,1,1.000,1,2,.500,2,4,6,3,1,0,4,0,18,12.0
20,2010-12-02,25-337,MIA,False,CLE,W (+28),1,15,25,.600,2,7,.286,6,9,.667,0,5,5,8,1,1,0,1,38,33.7
21,2010-12-04,25-339,MIA,True,ATL,W (+12),1,5,11,.455,1,1,1.000,11,13,.846,0,7,7,4,1,1,2,1,22,19.7
22,2010-12-06,25-341,MIA,False,MIL,W (+10),1,7,16,.438,1,3,.333,2,4,.500,0,6,6,6,1,1,1,5,17,12.5
23,2010-12-08,25-343,MIA,False,UTA,W (+13),1,12,20,.600,3,5,.600,6,7,.857,1,6,7,9,0,0,2,4,33,28.6
24,2010-12-10,25-345,MIA,False,GSW,W (+22),1,10,18,.556,3,4,.750,2,3,.667,0,7,7,9,1,1,4,1,25,21.7
25,2010-12-11,25-346,MIA,False,SAC,W (+21),1,10,19,.526,2,3,.667,3,5,.600,1,9,10,3,2,0,3,1,25,19.0
26,2010-12-13,25-348,MIA,True,NOH,W (+12),1,6,16,.375,0,3,.000,8,10,.800,1,3,4,7,0,0,5,2,20,11.1
27,2010-12-15,25-350,MIA,True,CLE,W (+6),1,5,15,.333,0,4,.000,11,18,.611,2,11,13,5,1,0,4,1,21,14.5
28,2010-12-17,25-352,MIA,False,NYK,W (+22),1,14,23,.609,3,6,.500,1,3,.333,1,10,11,10,1,0,5,1,32,27.0
29,2010-12-18,25-353,MIA,False,WAS,W (+1),1,9,19,.474,3,7,.429,11,12,.917,1,6,7,6,1,0,4,3,32,24.4
30,2010-12-20,25-355,MIA,True,DAL,L (-2),1,6,17,.353,2,4,.500,5,7,.714,3,7,10,7,0,0,5,4,19,11.2
31,2010-12-23,25-358,MIA,False,PHO,W (+12),1,13,22,.591,2,5,.400,8,8,1.000,1,5,6,4,3,0,5,5,36,26.8
32,2010-12-25,25-360,MIA,False,LAL,W (+16),1,8,14,.571,5,6,.833,6,6,1.000,1,10,11,10,4,0,1,2,27,33.3
33,2010-12-28,25-363,MIA,True,NYK,W (+8),1,8,17,.471,1,2,.500,1,3,.333,0,10,10,8,0,0,3,3,18,12.9
34,2010-12-29,25-364,MIA,False,HOU,W (+6),1,8,15,.533,0,4,.000,4,4,1.000,0,6,6,9,1,0,3,3,20,17.6
35,2011-01-01,26-002,MIA,True,GSW,W (+7),1,7,15,.467,0,3,.000,11,17,.647,2,5,7,10,1,1,3,1,25,23.1
36,2011-01-03,26-004,MIA,False,CHA,W (+14),1,15,26,.577,2,4,.500,6,6,1.000,0,9,9,5,1,0,3,3,38,28.8
37,2011-01-04,26-005,MIA,True,MIL,W (+12),1,8,15,.533,0,0,,9,11,.818,1,5,6,9,0,2,2,2,25,24.0
38,2011-01-07,26-008,MIA,False,MIL,W (+6),1,8,23,.348,1,4,.250,9,11,.818,1,9,10,5,6,1,5,2,26,20.1
39,2011-01-09,26-010,MIA,False,POR,W (+7),1,17,26,.654,3,5,.600,7,10,.700,3,10,13,6,2,0,6,4,44,35.1
40,2011-01-12,26-013,MIA,False,LAC,L (-6),1,11,24,.458,3,6,.500,2,5,.400,2,6,8,6,0,0,3,1,27,17.4
,2011-01-13,26-014,MIA,False,DEN,L (-28),,,,,,,,,,,,,,,,,,,,
,2011-01-15,26-016,MIA,False,CHI,L (-3),,,,,,,,,,,,,,,,,,,,
41,2011-01-18,26-019,MIA,True,ATL,L (-4),1,11,30,.367,2,10,.200,10,11,.909,2,8,10,7,2,0,6,3,34,20.5
42,2011-01-22,26-023,MIA,True,TOR,W (+17),1,14,29,.483,1,3,.333,9,14,.643,1,10,11,6,2,1,1,2,38,30.1
43,2011-01-27,26-028,MIA,False,NYK,L (-5),1,7,24,.292,0,2,.000,10,12,.833,2,9,11,5,2,2,4,3,24,15.0
44,2011-01-28,26-029,MIA,True,DET,W (+1),1,15,25,.600,2,4,.500,7,10,.700,0,8,8,9,1,2,3,1,39,34.0
45,2011-01-30,26-031,MIA,False,OKC,W (+5),1,7,14,.500,2,5,.400,7,11,.636,0,4,4,13,4,3,4,3,23,25.6
46,2011-01-31,26-032,MIA,True,CLE,W (+27),1,7,14,.500,0,0,,10,11,.909,1,3,4,8,0,2,2,1,24,22.8
47,2011-02-03,26-035,MIA,False,ORL,W (+4),1,17,25,.680,3,5,.600,14,17,.824,2,9,11,8,1,1,3,2,51,46.7
48,2011-02-04,26-036,MIA,False,CHA,W (+12),1,7,13,.538,0,3,.000,5,6,.833,1,7,8,9,0,0,3,3,19,17.2
49,2011-02-06,26-038,MIA,True,LAC,W (+18),1,6,15,.400,0,2,.000,0,2,.000,1,5,6,4,4,0,6,2,12,5.3
50,2011-02-08,26-040,MIA,True,IND,W (+5),1,15,23,.652,2,5,.400,9,13,.692,3,10,13,8,3,1,4,1,41,39.3
51,2011-02-11,26-043,MIA,False,DET,W (+14),1,7,17,.412,0,2,.000,2,3,.667,0,8,8,10,4,0,3,0,16,16.9
52,2011-02-13,26-045,MIA,False,BOS,L (-3),1,10,21,.476,0,2,.000,2,3,.667,1,6,7,7,1,0,4,2,22,14.5
53,2011-02-15,26-047,MIA,False,IND,W (+7),1,11,20,.550,1,3,.333,4,6,.667,1,5,6,5,2,2,5,1,27,20.3
54,2011-02-16,26-048,MIA,False,TOR,W (+8),1,8,18,.444,0,2,.000,7,10,.700,3,10,13,8,0,0,5,1,23,17.7
55,2011-02-22,26-054,MIA,True,SAC,W (+20),1,14,26,.538,3,6,.500,0,3,.000,2,6,8,3,0,0,3,4,31,17.9
56,2011-02-24,26-056,MIA,False,CHI,L (-4),1,12,21,.571,0,4,.000,5,6,.833,0,10,10,5,2,1,2,1,29,25.5
57,2011-02-25,26-057,MIA,True,WAS,W (+8),1,5,11,.455,0,1,.000,15,19,.789,1,8,9,7,1,3,1,2,25,27.0
58,2011-02-27,26-059,MIA,True,NYK,L (-5),1,10,20,.500,1,5,.200,6,8,.750,0,7,7,5,3,1,5,2,27,19.7
59,2011-03-03,26-063,MIA,True,ORL,L (-3),1,11,16,.688,0,2,.000,7,7,1.000,2,4,6,4,0,2,2,2,29,26.2
60,2011-03-04,26-064,MIA,False,SAS,L (-30),1,11,19,.579,1,3,.333,3,7,.429,3,5,8,7,1,0,4,2,26,20.2
61,2011-03-06,26-066,MIA,True,CHI,L (-1),1,10,18,.556,1,2,.500,5,6,.833,3,5,8,6,2,0,2,2,26,24.0
62,2011-03-08,26-068,MIA,True,POR,L (-9),1,14,20,.700,2,4,.500,1,4,.250,1,10,11,8,1,0,4,3,31,26.5
63,2011-03-10,26-070,MIA,True,LAL,W (+6),1,7,17,.412,0,3,.000,5,7,.714,1,7,8,9,1,0,1,1,19,17.8
64,2011-03-12,26-072,MIA,True,MEM,W (+33),1,10,16,.625,2,4,.500,5,6,.833,1,4,5,5,1,2,3,1,27,23.8
65,2011-03-14,26-074,MIA,True,SAS,W (+30),1,8,19,.421,0,1,.000,5,5,1.000,0,6,6,8,0,2,2,3,21,16.5
66,2011-03-16,26-076,MIA,True,OKC,L (-11),1,8,21,.381,0,3,.000,3,3,1.000,0,8,8,3,1,1,1,0,19,12.7
67,2011-03-18,26-078,MIA,False,ATL,W (+21),1,16,21,.762,5,7,.714,6,7,.857,0,2,2,3,0,0,4,2,43,32.2
68,2011-03-19,26-079,MIA,True,DEN,W (+5),1,15,25,.600,1,4,.250,2,2,1.000,0,6,6,2,2,0,5,3,33,20.5
69,2011-03-23,26-083,MIA,False,DET,W (+6),1,8,16,.500,0,3,.000,3,4,.750,3,5,8,7,0,0,3,3,19,14.9
70,2011-03-25,26-085,MIA,True,PHI,W (+12),1,11,17,.647,1,4,.250,9,9,1.000,2,8,10,2,3,1,4,3,32,28.2
71,2011-03-27,26-087,MIA,True,HOU,W (+6),1,13,21,.619,0,1,.000,7,9,.778,1,9,10,7,0,0,2,1,33,28.6
72,2011-03-29,26-089,MIA,False,CLE,L (-12),1,10,21,.476,1,5,.200,6,10,.600,0,10,10,12,0,0,3,3,27,21.9
73,2011-03-30,26-090,MIA,False,WAS,W (+16),1,12,16,.750,1,3,.333,10,13,.769,1,7,8,8,5,0,5,3,35,34.6
74,2011-04-01,26-092,MIA,False,MIN,W (+19),1,11,20,.550,0,1,.000,5,7,.714,2,4,6,10,3,1,3,2,27,26.1
75,2011-04-03,26-094,MIA,False,NJN,W (+14),1,13,18,.722,0,2,.000,5,8,.625,2,9,11,7,3,0,7,2,31,26.6
76,2011-04-06,26-097,MIA,True,MIL,L (-5),1,10,22,.455,3,7,.429,6,8,.750,1,1,2,8,2,2,4,2,29,22.0
77,2011-04-08,26-099,MIA,True,CHA,W (+9),1,9,16,.563,0,1,.000,5,6,.833,1,6,7,9,2,1,1,2,23,24.7
78,2011-04-10,26-101,MIA,True,BOS,W (+23),1,11,19,.579,0,2,.000,5,9,.556,0,5,5,7,4,1,4,1,27,23.2
79,2011-04-11,26-102,MIA,False,ATL,W (+8),1,10,21,.476,2,4,.500,12,14,.857,1,9,10,7,3,0,7,1,34,26.4
,2011-04-13,26-104,MIA,False,TOR,W (+18),,,,,,,,,,,,,,,,,,,,
